Année de la campagne de recueil des informations;Code UAI de l’établissement accrédité;Nom officiel (long) de l’établissement accrédité;Nom d’usage de l’établissement accrédité;Adresse de l’établissement accrédité;Complément d’adresse de l’établissement accrédité;Code postal de la ville de l’établissement accrédité;Ville de l’établissement accrédité;Identifiant navette de la mention (INM) de master;Domaine(s) de la mention de master;Intitulé de la mention de master;Mention accréditée ou en cours d’accréditation;Année de début de la période d’accréditation;Année de fin de la période d’accréditation;Mention ouverte ou non ouverte;Etablissement(s) co-accrédité(s) en vue de la délivrance du DNM dans la mention;Inscription des étudiants effectuée ou non par l’établissement dans la mention;Modalités d’enseignement de la mention;Semestre auquel la mention est accessible dans l’établissement accrédité;Existence d’une capacité d’accueil limitée au 1er semestre;Capacité d’accueil limitée au 1er semestre;Licences conseillées pour suivre la formation de la mention;URL de la fiche relative à la mention sur le site internet de l’établissement;etablissement_id_paysage
2020;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1601253T;DROIT, ECONOMIE, GESTION;Contrôle de gestion et audit organisationnel;diplôme;2016;2021;1;Université de Saint-Etienne;0;Formation initiale;1er semestre;Oui;48;;;7Gzub
2020;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1603310D;DROIT, ECONOMIE, GESTION;Droit européen;diplôme;2016;2021;1;;;Formation initiale;1er semestre;Oui;65;;;7Gzub
2020;0730858L;Université de Chambéry;;27  RUE MARCOZ;;73011;CHAMBERY CEDEX;1603064L;DROIT, ECONOMIE, GESTION;Management;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;228;;;zCa4j
2020;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1302549P;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), encadrement éducatif;diplôme;2021;2023;0;Université Paris-III,Université Paris-VII,Université Paris-V,Institut national des langues et civilisations orientales,Université Sorbonne Université;1;;3ème semestre;Sans objet;;;https://www.inspe-paris.fr/;6G2TU
2020;0751719L;Université Paris-III;;17  RUE DE LA SORBONNE;;75230;PARIS CEDEX 05;1900123J;SCIENCES HUMAINES ET SOCIALES | ARTS, LETTRES, LANGUES;Sciences du langage;diplôme;2019;2023;1;Institut national des langues et civilisations orientales;0;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;155;;;8k883
2020;9840349G;Université de la Polynésie française;;PUNAAUIA;;98704;PUNAAUIA;1402183M;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2017;2022;1;;;Formation initiale;1er semestre;Oui;30;;;zepT6
2021;0772517T;Ecole nationale des ponts et chaussées - Champs sur Marne;;6  AVENUE B PASCAL  CITE DESCART;;77420;CHAMPS SUR MARNE;1502605S;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences et génie des matériaux;diplôme;2020;2024;1;Université Paris-XII,Université Gustave Eiffel;0;Formation initiale;3ème semestre;Sans objet;;;;44xxV
2020;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800844T;SCIENCES ET TECHNOLOGIES;Biodiversité, écologie et évolution;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;60;;;xJdyB
2020;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800873Z;DROIT, ECONOMIE, GESTION;Droit des affaires;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Formation à distance,Alternance,Apprentissage;1er semestre;Oui;360;;;xJdyB
2020;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800806B;SCIENCES ET TECHNOLOGIES;Mathématiques et applications;diplôme;2018;2022;1;Ecole centrale de Marseille,Université d'Avignon;0;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;95;;;xJdyB
2020;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1801063F;SCIENCES ET TECHNOLOGIES;Sciences et technologie de l'agriculture, de l'alimentation et de l'environnement;diplôme;2018;2022;1;Université d'Avignon;0;Formation initiale,Formation continue,Formation à distance,Alternance;1er semestre;Oui;55;;;xJdyB
2020;0251215K;Université de Besançon;;1  RUE GOUDIMEL;;25030;BESANCON CEDEX;1703133G;ARTS, LETTRES, LANGUES;Information, communication;diplôme;2017;2022;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;29;;;7Mpgt
2020;0801344B;Université d'Amiens;;CHEMIN DU THIL;;80021;AMIENS CEDEX 1;1801052U;DROIT, ECONOMIE, GESTION;Droit du patrimoine;diplôme;2018;2024;1;;;Formation initiale,Formation continue;1er semestre;Non;;;;8j5s2
2020;0830766G;Université de Toulon;;Avenue de l'Université;CS 60584;83041;TOULON CEDEX 9;1800281F;DROIT, ECONOMIE, GESTION;Droit des affaires;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;103;;;C701f
2020;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;;86034;POITIERS CEDEX;1800783B;ARTS, LETTRES, LANGUES;Langues étrangères appliquées;diplôme;2018;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;75;;;hlX1r
2020;0911975C;Université d'Evry-Val d'Essonne;;Boulevard François Mitterrand;;91001;EVRY CEDEX;1501239G;DROIT, ECONOMIE, GESTION;Justice, procès et procédures;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;65;;;RN4E6
2020;0912403T;Institut Polytechnique de Paris;;Route de Saclay;;91128;PALAISEAU CEDEX;2000156V;SCIENCES, TECHNOLOGIES, SANTÉ;Informatique;diplôme;2020;2024;1;;;Formation initiale;1er semestre;Oui;68;;;kYR50
2020;0912408Y;Université Paris-Saclay;;Route de l'Orme aux Merisiers RD;;91190;ST AUBIN;1502301L;SCIENCES HUMAINES ET SOCIALES;Innovation, entreprise et société;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;130;;;G2qA7
2020;0951793H;CY Cergy Paris Université;;33 boulevard DU PORT;;95011;CERGY PONTOISE CEDEX;1501701J;SCIENCES, TECHNOLOGIES, SANTÉ;Génie civil;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;80;;;RS4WF
2020;0921204J;Université Paris-X;;200 avenue de la République;;92001;NANTERRE CEDEX;2000200T;SCIENCES HUMAINES ET SOCIALES;Psychologie: Neuropsychologie;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;20;;;g6rwB
2020;0931827F;Université Paris-VIII;;2 rue de la Liberté;;93526;ST DENIS CEDEX;1503436V;DROIT, ECONOMIE, GESTION;Economie des organisations;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;;;Uxr7Z
2020;9710585J;UNIVERSITE DES ANTILLES;;Campus de Fouillole;BP 250;97157;POINTE A PITRE CEDEX;1801007V;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;20;;;z3hdL
2020;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND CEDEX 2;1703511T;Autre Domaine;Génie civil;diplôme;2017;2020;1;;;Formation initiale,Formation continue;3ème semestre;Sans objet;;;https://eupi.uca.fr/formations/masters/master-genie-civil-12947.kjsp?RH=15463625986&RF=15463625986;FvH4k
2020;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1601719Z;ARTS, LETTRES, LANGUES;Langues étrangères appliquées;diplôme;2016;2021;1;Université de Saint-Etienne,Université Lyon-II;0;Formation initiale;1er semestre;Oui;204;;;7Gzub
2020;0681166Y;Université de Mulhouse;;2  RUE DES FRERES LUMIERE;;68093;MULHOUSE CEDEX 2;1800677M;SCIENCES HUMAINES ET SOCIALES;Sciences de l'éducation;diplôme;2018;2022;1;Université de Strasbourg;0;Formation initiale,Formation continue;1er semestre;Oui;50;;;OJZ4a
2020;0681166Y;Université de Mulhouse;;2  RUE DES FRERES LUMIERE;;68093;MULHOUSE CEDEX 2;1800774S;SCIENCES, TECHNOLOGIES, SANTÉ;Mécanique;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;30;;;OJZ4a
2020;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1603009B;SCIENCES, TECHNOLOGIES, SANTÉ | SCIENCES HUMAINES ET SOCIALES;Sciences de l'eau;diplôme;2016;2021;0;Université Lyon-I,Université Lyon-II;0;Formation initiale;1er semestre;Sans objet;;Géographie et aménagement;https://facdeslettres.univ-lyon3.fr/;7Gzub
2020;0692566P;Ecole nationale des travaux publics de l'Etat;;3 RUE MAURICE AUDIN;;69518;VAULX EN VELIN CEDEX;1601994Y;SCIENCES, TECHNOLOGIES, SANTÉ;Génie civil;diplôme;2016;2021;1;Ecole nationale d'ingénieurs de Saint-Etienne,Ecole centrale de Lyon,Université Lyon-I;0;Formation initiale;1er semestre;Oui;10;Physique;;56aH3
2020;0692566P;Ecole nationale des travaux publics de l'Etat;;3 RUE MAURICE AUDIN;;69518;VAULX EN VELIN CEDEX;1602038W;SCIENCES, TECHNOLOGIES, SANTÉ;Acoustique;diplôme;2016;2021;1;Ecole centrale de Lyon,Institut national des sciences appliquées de Lyon,Université Lyon-I;0;Formation initiale;1er semestre;Oui;10;Physique;;56aH3
2020;0692566P;Ecole nationale des travaux publics de l'Etat;;3 RUE MAURICE AUDIN;;69518;VAULX EN VELIN CEDEX;1602422N;SCIENCES HUMAINES ET SOCIALES;Histoire, civilisations, patrimoine;diplôme;2016;2021;1;Université de Saint-Etienne,Ecole nationale supérieure des sciences de l'information et des bibliothèques,Université Lyon-II;0;Formation initiale;1er semestre;Sans objet;;;;56aH3
2020;0720916E;Université du Mans;;AVENUE OLIVIER MESSIAEN;;72085;LE MANS CEDEX 9;1702457X;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Économie sociale et solidaire;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;Economie,Economie et gestion;http://www.univ-lemans.fr/fr/formation/catalogue-des-formations/master-lmd-MLMD/droit-economie-gestion-2/master-economie-sociale-solidaire-program-master-economie-sociale-et-solidaire.html;9xlel
2020;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1302615L;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2021;2023;1;Université Paris-III,Université Paris-VII,Université Paris-V,Institut national des langues et civilisations orientales,Université Sorbonne Université;0;Formation initiale;1er semestre;Oui;325;;;6G2TU
2020;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1604300Z;DROIT, ECONOMIE, GESTION;Comptabilité - contrôle - audit;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;22;Gestion,Economie et gestion;http://www.univ-paris1.fr/diplomes/mastercca/;6G2TU
2020;0751717J;Université Paris-I;;12  PLACE DU PANTHEON;;75231;PARIS CEDEX 05;1604345Y;SCIENCES HUMAINES ET SOCIALES;Histoire;diplôme;2019;2023;1;;;Formation initiale,Alternance;1er semestre;Oui;402;;;6G2TU
2020;0753471R;Conservatoire national des arts et métiers;;292 RUE SAINT MARTIN;;75141;PARIS CEDEX 03;1604793K;SCIENCES, TECHNOLOGIES, SANTÉ;Géographie, aménagement, environnement et développement;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Non;;Droit,Géographie et aménagement;http://www.esgt.cnam.fr;XR16q
2020;0801344B;Université d'Amiens;;CHEMIN DU THIL;;80021;AMIENS CEDEX 1;1302411P;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2017;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;453;;;8j5s2
2020;0840685N;Université d'Avignon;;74  RUE LOUIS PASTEUR;;84029;AVIGNON CEDEX 1;1301721P;DROIT, ECONOMIE, GESTION;Droit;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;70;;;vxHYt
2021;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;Bât. E5 & E7 - TSA 71117;86073;POITIERS Cedex 9;1800795Q;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la matière;diplôme;2018;2021;1;Ecole nationale supérieure de mécanique et d'aérotechnique de Poitiers;0;Formation initiale,Formation continue;1er semestre;Oui;40;;;hlX1r
2021;0331766R;Université Bordeaux-III;Université Bordeaux Montaigne;DOMAINE UNIVERSITAIRE;;33607;PESSAC CEDEX;1602688C;ARTS, LETTRES, LANGUES;Management et commerce international;diplôme;2016;2021;1;;;Formation initiale;1er semestre;Oui;45;;;Mz90U
2021;0370800U;Université de Tours;;60  RUE RUE DU PLAT D'ETAIN;;37000;TOURS;1801094Q;DROIT, ECONOMIE, GESTION;Droit public;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;45;;;cqkij
2021;0632035V;Université Clermont Auvergne;;49 boulevard François Mitterrand;49 Bld François Mitterand;63001;CLERMONT FERRAND CEDEX 1;1702344Z;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie nucléaire;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;45;;;K4lR3
2021;0921204J;Université Paris-X;;200 avenue de la République;;92001;NANTERRE CEDEX;1402546G;SCIENCES HUMAINES ET SOCIALES;Information, communication;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;45;;;g6rwB
2021;9840349G;Université de la Polynésie française;UPF;PUNAAUIA;;98704;PUNAAUIA;1403442F;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 1er degré;diplôme;2017;2022;1;;;Formation initiale;1er semestre;Oui;45;;;zepT6
2021;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1601253T;DROIT, ECONOMIE, GESTION;Contrôle de gestion et audit organisationnel;diplôme;2016;2021;1;Université de Saint-Etienne;0;Formation initiale;1er semestre;Oui;48;;;7Gzub
2021;0542493S;Université de Lorraine;Université de Lorraine;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800179V;Autre Domaine;Staps : activité physique adaptée et santé;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;49;Sciences et techniques des activités physiques et sportives;https://formations.univ-lorraine.fr/fr/17-master/s-18/mention_du_diplome-staps_sciences_et_techniques_des_activites_physiques_et_sportives_activite_physique_adaptee_et_sante/type_de_diplome-master;t6Cq5
2021;0755976N;Université de Paris;UNIVERSITE DE PARIS;85 boulevard Saint Michel;;75006;PARIS;1900283H;SCIENCES HUMAINES ET SOCIALES;Sociologie;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Formation à distance,Alternance,Apprentissage,Hybride;1er semestre;Oui;49;;;5cZyU
2021;0062205P;Université Côte d'Azur;;28 avenue VALROSE;;06103;NICE CEDEX 2;1800594W;ARTS, LETTRES, LANGUES;Langues étrangères appliquées;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;;;s3t8T
2021;0134009M;Université d'Aix-Marseille;Aix-Marseille Université;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE CEDEX 07;1800866S;SCIENCES HUMAINES ET SOCIALES;Sciences de l'éducation;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;50;Philosophie,Psychologie,Sciences de l'éducation,Sciences du langage,Sociologie;https://formations.univ-amu.fr/ME5HSE.html;xJdyB
2021;0341089Z;Université Montpellier-III;Université Paul-Valéry Montpellier 3;ROUTE DE MENDE;;34199;MONTPELLIER CEDEX 5;1501077F;ARTS, LETTRES, LANGUES;Esthétique;dossier;2021;;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;50;Histoire de l'art et archéologie,Lettres,Philosophie,Arts plastiques;https://cales-new.univ-montp3.fr/fr/index/offre-de-formation/master-lmd-XB/arts-lettres-langues-ALL/master-1-esthetique-program-master-1-esthetique.html;1I7hJ
2021;0595964M;Université du Littoral;ULCO;1  PLACE DE L'YSER;;59375;DUNKERQUE CEDEX 1;1502650R;ARTS, LETTRES, LANGUES;Didactique des langues;diplôme;2020;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;;;yH19Y
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;1503085N;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), encadrement éducatif;diplôme;2021;2024;1;Université du Littoral,Université d'Artois,Université Polytechnique Hauts de France de Valenciennes;0;Formation initiale,Formation continue;1er semestre;Oui;50;Toutes licences;http://www.inspe-lille-hdf.fr/spip.php?rubrique24;U8a0v
2021;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800668B;ARTS, LETTRES, LANGUES;Didactique des langues;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;Lettres,Langues étrangères appliquées,Langues, littératures et civilisations étrangères et régionales;https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME89&cHash=a69ec296a3cad9e35282292b407d78f2#data-rof-tab-presentation;4k25D
2021;0691774D;Université Lyon-I;;43 BOULEVARD DU 11 NOVEMBRE 1918;;69622;VILLEURBANNE CEDEX;1601027X;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;diplôme;2016;2021;1;Université de Saint-Etienne,Ecole normale supérieure de Lyon;0;Formation initiale;1er semestre;Oui;50;;;etBz7
2021;0870669E;Université de Limoges;;33  RUE FRANCOIS MITTERAND;;87032;LIMOGES CEDEX 1;1602574D;DROIT, ECONOMIE, GESTION;Droit européen;diplôme;2018;2021;1;;;;1er semestre;Oui;50;;;nkbwh
2021;0640251A;Université de Pau;Université de Pau et des Pays de l'Adour;AVENUE DE L UNIVERSITE;;64012;PAU CEDEX;1602070F;DROIT, ECONOMIE, GESTION;Droit privé;diplôme;2016;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;55;;;Mz286
2021;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800786E;ARTS, LETTRES, LANGUES;Design;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;57;;;4k25D
2021;0311383K;Université Toulouse-II;;5 allées Antonio Machado;;31058;TOULOUSE CEDEX 9;1602977S;SCIENCES HUMAINES ET SOCIALES;Psychologie : psychopathologie clinique psychanalytique;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;;;HqAYu
2021;0632035V;Université Clermont Auvergne;;49 boulevard François Mitterrand;49 Bld François Mitterand;63001;CLERMONT FERRAND CEDEX 1;1702052G;SCIENCES HUMAINES ET SOCIALES;Sciences de l'éducation;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;;;K4lR3
2021;0632035V;Université Clermont Auvergne;;49 boulevard François Mitterrand;49 Bld François Mitterand;63001;CLERMONT FERRAND CEDEX 1;1703055X;SCIENCES, TECHNOLOGIES, SANTÉ;Santé publique;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;60;;;K4lR3
2021;0660437S;Université de Perpignan;;52  AVENUE PAUL ALDUY;;66860;PERPIGNAN CEDEX 9;2100049D;DROIT, ECONOMIE, GESTION;Gestion de production, logistique, achats;dossier;2021;;1;;;Formation initiale,Alternance;1er semestre;Oui;60;Economie et gestion;https://www.univ-perp.fr/fr/je-choisis-ma-formation;n1W55
2021;0311383K;Université Toulouse-II;;5 allées Antonio Machado;;31058;TOULOUSE CEDEX 9;1603333D;SCIENCES HUMAINES ET SOCIALES;Français langue étrangère;dossier;2021;;1;;;Formation initiale,Formation continue;1er semestre;Oui;65;;;HqAYu
2021;0251215K;Université de Besançon;;1 RUE GOUDIMEL;;25030;BESANCON CEDEX;1701264A;DROIT, ECONOMIE, GESTION;Justice, procès et procédures;diplôme;2017;2022;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;67;;;7Mpgt
2021;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800659S;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la terre et des planètes, environnement;diplôme;2018;2022;1;Ecole nationale du génie de l'eau et de l'environnement de Strasbourg;0;Formation initiale,Formation continue;1er semestre;Oui;67;;;4k25D
2021;0440984F;Université de Nantes;;1  QUAI DE TOURVILLE;;44036;NANTES CEDEX 2;1702582H;ARTS, LETTRES, LANGUES;Langues, littératures et civilisations étrangères et régionales;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;70;Langues, littératures et civilisations étrangères et régionales;http://www.univ-nantes.fr/master-llcer;qUCQp
2021;0597131F;Institut National des Sciences Appliquées Hauts-de-France;INSA HdF;;;59300;Aulnoy les Valenciennes;1501405M;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences et génie des matériaux;diplôme;2020;2024;1;Université Polytechnique Hauts-de-France;0;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;72;;;J3Mu2
2021;0597065J;Université de Lille;U Lille;42 rue Paul Duez;;59000;LILLE;1506929G;SCIENCES, TECHNOLOGIES, SANTÉ;Génie civil;diplôme;2020;2024;1;Ecole centrale de Lille,Institut Mines-Télécom (IMT);0;Formation initiale,Formation continue;1er semestre;Oui;80;Génie civil;https://www.univ-lille.fr/formations/typeDiplome/master;U8a0v
2021;0755890V;UNIVERSITE SORBONNE UNIVERSITE;;21 RUE DE L'ECOLE DE MEDECINE;;75006;PARIS;1900311P;SCIENCES, TECHNOLOGIES, SANTÉ;Biodiversité, écologie et évolution;diplôme;2019;2023;1;Université de la Polynésie française;0;Formation initiale,Formation continue;1er semestre;Oui;80;;;bxPQe
