Année de la campagne de recueil des informations;Code UAI de l’établissement accrédité;Nom officiel (long) de l’établissement accrédité;Nom d’usage de l’établissement accrédité;Adresse de l’établissement accrédité;Complément d’adresse de l’établissement accrédité;Code postal de la ville de l’établissement accrédité;Ville de l’établissement accrédité;Identifiant navette de la mention (INM) de master;Domaine(s) de la mention de master;Intitulé de la mention de master;Mention accréditée ou en cours d’accréditation;Année de début de la période d’accréditation;Année de fin de la période d’accréditation;Mention ouverte ou non ouverte;Etablissement(s) co-accrédité(s) en vue de la délivrance du DNM dans la mention;Inscription des étudiants effectuée ou non par l’établissement dans la mention;Modalités d’enseignement de la mention;Semestre auquel la mention est accessible dans l’établissement accrédité;Existence d’une capacité d’accueil limitée au 1er semestre;Capacité d’accueil limitée au 1er semestre;Licences conseillées pour suivre la formation de la mention;URL de la fiche relative à la mention sur le site internet de l’établissement;etablissement_id_paysage
2019;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND;1701361F;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques appliquées, statistique;diplôme;2017;2020;1;;;Formation initiale;1er semestre;Oui;25;;;FvH4k
2019;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND;1703183L;SCIENCES, TECHNOLOGIES, SANTÉ | SCIENCES HUMAINES ET SOCIALES;STAPS : ingénierie et ergonomie de l'activité physique;diplôme;2017;2020;1;;;Formation initiale;1er semestre;Oui;26;;;FvH4k
2019;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND;1701846H;ARTS, LETTRES, LANGUES;Création littéraire;diplôme;2017;2020;1;;;Formation initiale;1er semestre;Oui;110;;;FvH4k
2019;0640251A;Université de Pau;;AVENUE DE L UNIVERSITE;;64012;PAU;1602825B;DROIT, ECONOMIE, GESTION;Droit de l'entreprise;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;65;;;Mz286
2019;0640251A;Université de Pau;;AVENUE DE L UNIVERSITE;;64012;PAU;1603224K;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), 2nd degré;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;244;;;Mz286
2019;0640251A;Université de Pau;;AVENUE DE L UNIVERSITE;;64012;PAU;1601100B;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de l'eau;diplôme;2016;2020;0;;;Formation initiale,Formation continue;1er semestre;Sans objet;;;;Mz286
2019;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG;1800662V;SCIENCES HUMAINES ET SOCIALES;Psychologie : psychopathologie clinique psychanalytique;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;Psychologie;;4k25D
2019;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG;1800786E;ARTS, LETTRES, LANGUES;Design;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;64;;;4k25D
2019;0691774D;Université Lyon-I;;43 BOULEVARD DU 11 NOVEMBRE 1918;;69622;VILLEURBANNE;1602334T;SCIENCES HUMAINES ET SOCIALES;Philosophie;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Non;;;;etBz7
2019;0691775E;Université Lyon-II;;18  QUAI CLAUDE BERNARD;;69365;LYON;1601371W;DROIT, ECONOMIE, GESTION;Économie du travail et des ressources humaines;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;28;;;CUBKB
2019;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON;1601908E;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la matière;diplôme;2016;2020;1;;;Formation initiale;1er semestre;Oui;34;;;kWved
2019;0694123G;Ecole normale supérieure de Lyon;;15  PARVIS RENE DESCARTES;;69342;LYON;1601226N;SCIENCES HUMAINES ET SOCIALES;Gestion des territoires et développement local;diplôme;2016;2020;0;;;Formation initiale;1er semestre;Sans objet;;;;kWved
2019;0720916E;Université du Mans;;AVENUE OLIVIER MESSIAEN;;72085;LE MANS;1703399W;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Comptabilité - contrôle - audit;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;30;;;9xlel
2019;0751719L;Université Paris-III;;17  RUE DE LA SORBONNE;;75230;PARIS;1900123J;SCIENCES HUMAINES ET SOCIALES | ARTS, LETTRES, LANGUES;Sciences du langage;dossier;2019;;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;165;;;8k883
2019;0751721N;Université Paris-V;;12  RUE DE L'ECOLE DE MEDECINE;;75270;PARIS;1405786Q;SCIENCES, TECHNOLOGIES, SANTÉ;Mathématiques et applications;dossier;2019;;1;;;;;Sans objet;;;;O2v0H
2019;0751723R;Université Paris-VII;;5 rue Thomas Mann;;75205;PARIS;0900926G;ARTS, LETTRES, LANGUES;Cinéma et audiovisuel;dossier;2019;;1;;;Formation initiale;1er semestre;Oui;76;;;5KpJ9
2019;0751723R;Université Paris-VII;;5 rue Thomas Mann;;75205;PARIS;0900916W;SCIENCES HUMAINES ET SOCIALES;Sciences du langage;dossier;2019;;1;;;Formation initiale;1er semestre;Oui;160;;;5KpJ9
2019;0753488J;Institut national des langues et civilisations orientales;;65  RUE DES GRANDS MOULINS;;75214;PARIS;1900203W;SCIENCES HUMAINES ET SOCIALES | ARTS, LETTRES, LANGUES;Langues, littératures et civilisations étrangères et régionales;dossier;2019;;1;;;Formation initiale;1er semestre;Oui;410;;;Dk1Th
2019;0755661W;Institut mines télécom;;46  RUE BARRAULT;;75634;PARIS;1502092J;ARTS, LETTRES, LANGUES;Design;diplôme;2015;2020;1;;;Formation initiale;1er semestre;Oui;12;;;6Th4v
2019;0755661W;Institut mines télécom;;46  RUE BARRAULT;;75634;PARIS;1601555W;SCIENCES, TECHNOLOGIES, SANTÉ;Optique, image, vision, multimédia;diplôme;2016;2020;1;;;Formation initiale;3ème semestre;Sans objet;;;;6Th4v
2019;0755700N;Communauté d'universités et établissements Université de Recherche Paris Sciences et Lettres - PSL Research University;;62 BIS RUE GAY LUSSAC;;75005;PARIS;1900205Y;DROIT, ECONOMIE, GESTION;Management de l'innovation;dossier;2019;;1;;;Formation initiale;1er semestre;Oui;15;;;Olkw0
2019;0755700N;Communauté d'universités et établissements Université de Recherche Paris Sciences et Lettres - PSL Research University;;62 BIS RUE GAY LUSSAC;;75005;PARIS;1900153S;SCIENCES HUMAINES ET SOCIALES | ARTS, LETTRES, LANGUES;Civilisations, cultures et sociétés;dossier;2019;;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;;;Olkw0
2019;0761904G;Université de Rouen;;1  RUE THOMAS BECKET;;76821;MONT ST AIGNAN;1702934R;SCIENCES, TECHNOLOGIES, SANTÉ;Énergie;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;66;;;G4572
2019;0062126D;COMUE Université Côte d'Azur;;28 avenue VALROSE;;06103;NICE;1302358G;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (PIF);diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;35;;;RDy6Q
2019;0134009M;Université d'Aix-Marseille;;58  BOULEVARD CHARLES LIVON;;13284;MARSEILLE;1800837K;DROIT, ECONOMIE, GESTION;Droit de la santé;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;35;Droit;;xJdyB
2019;0141408E;Université de Caen;;ESPLANADE DE LA PAIX;;14032;CAEN;1702899C;DROIT, ECONOMIE, GESTION;Droit des assurances;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Non;;;;p25Q3
2019;0171463Y;Université de La Rochelle;;23 AVENUE ALBERT EINSTEIN;;17071;LA ROCHELLE;1501136V;DROIT, ECONOMIE, GESTION;Tourisme;diplôme;2018;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;22;;;atbEK
2019;0171463Y;Université de La Rochelle;;23 AVENUE ALBERT EINSTEIN;;17071;LA ROCHELLE;1301161F;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (PIF);diplôme;2018;2022;0;;;Formation initiale;1er semestre;Non;;;;atbEK
2019;0180974L;Institut national des sciences appliquées Centre Val de Loire;;88 BOULEVARD LAHITOLLE;;18020;BOURGES;1800503X;SCIENCES, TECHNOLOGIES, SANTÉ;Risques et environnement;diplôme;2018;2022;1;;;Formation initiale,Formation continue;3ème semestre;Sans objet;;;;QYw7j
2019;0211237F;Université de Dijon;;Esplanade Erasme;BP 27877;21078;DIJON;1701372T;DROIT, ECONOMIE, GESTION;Gestion des ressources humaines;diplôme;2017;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;17;;;Lr94O
2019;0251215K;Université de Besançon;;1  RUE GOUDIMEL;;25030;BESANCON;1701800H;DROIT, ECONOMIE, GESTION;Marketing, vente;diplôme;2017;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;15;;;7Mpgt
2019;0801344B;Université d'Amiens;;CHEMIN DU THIL;;80021;AMIENS;1800278C;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie des systèmes complexes;diplôme;2018;2024;1;;;Formation initiale,Formation continue;1er semestre;Oui;12;;;8j5s2
2019;0840685N;Université d'Avignon;;74  RUE LOUIS PASTEUR;;84029;AVIGNON;1801117Q;ARTS, LETTRES, LANGUES;Langues et sociétés;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;90;;;vxHYt
2019;0870669E;Université de Limoges;;33  RUE FRANCOIS MITTERAND;;87032;LIMOGES;1603008A;DROIT, ECONOMIE, GESTION;Management sectoriel;diplôme;2018;2021;1;;;;1er semestre;Oui;45;;;nkbwh
2019;0911101C;Université Paris-XI;;15  RUE GEORGES CLEMENCEAU;;91405;ORSAY;1503069W;Autre Domaine;Métiers de l'enseignement, de l'éducation et de la formation (MEEF), pratiques et ingénierie de la formation (PIF);diplôme;2015;2019;0;;;Formation initiale;3ème semestre;Sans objet;;;;u13se
2019;0911975C;Université d'Evry-Val d'Essonne;;BOULEVARD FRANCOIS MITTERRAND;;91025;EVRY;1502733F;SCIENCES HUMAINES ET SOCIALES | DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Économie sociale et solidaire;diplôme;2015;2019;0;;;Formation initiale;1er semestre;Sans objet;;;;RN4E6
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1502271D;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences et génie des matériaux;diplôme;2015;2019;1;;;Formation initiale,Apprentissage;1er semestre;Oui;95;;;dV766
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1703467V;DROIT, ECONOMIE, GESTION;Droit international et droit européen;diplôme;2017;2019;1;;;Formation initiale;1er semestre;Non;;;;dV766
2019;0912330N;Communauté d'universités et établissements Université Paris-Saclay;;ROUTE DE L'ORME AUX MERISIERS RD;;91190;ST AUBIN;1502427Y;DROIT, ECONOMIE, GESTION;Comptabilité - contrôle - audit;diplôme;2015;2019;0;;;Formation initiale;1er semestre;Sans objet;;;;dV766
2019;0921204J;Université Paris-X;;200  AVENUE DE LA REPUBLIQUE;;92001;NANTERRE;1402117R;SCIENCES HUMAINES ET SOCIALES;Sciences de l'éducation;diplôme;2014;2019;1;;;Formation initiale,Formation continue;1er semestre;Oui;125;;;g6rwB
2019;0921204J;Université Paris-X;;200  AVENUE DE LA REPUBLIQUE;;92001;NANTERRE;1402677Z;DROIT, ECONOMIE, GESTION;Droit international;diplôme;2014;2019;1;;;Formation initiale,Formation continue;1er semestre;Non;;;;g6rwB
2019;0941111X;Université Paris-XII;;61  AVENUE DU GENERAL DE GAULLE;;94010;CRETEIL;1501054F;DROIT, ECONOMIE, GESTION;Droit des assurances;diplôme;2015;2019;1;;;Formation initiale,Alternance,Apprentissage;1er semestre;Non;;;;vb71K
2019;0941111X;Université Paris-XII;;61  AVENUE DU GENERAL DE GAULLE;;94010;CRETEIL;1501434U;DROIT, ECONOMIE, GESTION;Droit de la propriété intellectuelle;diplôme;2015;2019;1;;;Formation initiale;1er semestre;Non;;;;vb71K
2019;9710585J;UNIVERSITE DES ANTILLES;;Campus de Fouillole;BP 250;97157;POINTE A PITRE;1800953M;SCIENCES, TECHNOLOGIES, SANTÉ;STAPS :  activité physique adaptée et santé;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;20;;;z3hdL
2019;9710585J;UNIVERSITE DES ANTILLES;;Campus de Fouillole;BP 250;97157;POINTE A PITRE;1800997J;SCIENCES, TECHNOLOGIES, SANTÉ;Biodiversité, écologie et évolution;diplôme;2018;2022;1;;;Formation initiale;1er semestre;Oui;25;;;z3hdL
2019;9740478B;Université de La Réunion;;15  AVENUE RENE CASSIN;;97744;ST DENIS;1501689W;SCIENCES, TECHNOLOGIES, SANTÉ;Chimie;diplôme;2015;2019;1;;;Formation initiale;1er semestre;Oui;15;Chimie;;cEt92
2019;9840349G;Université de la Polynésie française;;;;98703;PUNAAUIA;1703455G;DROIT, ECONOMIE, GESTION;Droit public;diplôme;2017;2022;1;;;Formation initiale;1er semestre;Oui;40;;;zepT6
2020;0632035V;Université Clermont Auvergne;;49 BOULEVARD FRANCOIS MITTERRAND;;63113;CLERMONT FERRAND CEDEX 2;1703370P;SCIENCES, TECHNOLOGIES, SANTÉ | SCIENCES HUMAINES ET SOCIALES;Staps : activité physique adaptée et santé;diplôme;2017;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;31;;;FvH4k
2020;0670189S;Ecole nationale du génie de l'eau et de l'environnement de Strasbourg;;1 QUAI KOCH;;67070;STRASBOURG CEDEX;1601596R;SCIENCES, TECHNOLOGIES, SANTÉ;Eau - Environnement - Océanographie / Water - Environment - Oceanography;diplôme;2016;2020;1;Institut national polytechnique de Toulouse,Université du Littoral,Université de Toulon;0;Formation initiale;3ème semestre;Sans objet;;;;YPOQX
2020;0670189S;Ecole nationale du génie de l'eau et de l'environnement de Strasbourg;;1 QUAI KOCH;;67070;STRASBOURG CEDEX;1800698J;SCIENCES, TECHNOLOGIES, SANTÉ;Géomatique;diplôme;2018;2022;1;Université de Strasbourg;0;Formation initiale,Formation continue;3ème semestre;Sans objet;;;https://www.unistra.fr/index.php?id=27887&tx_unistrarof_pi1%5Brof-program%5D=ME6&cHash=e91bffaa95edf555f62b3598cddeac2b#data-rof-tab-presentation;YPOQX
2020;0673021V;Université de Strasbourg;;4  RUE BLAISE PASCAL;;67081;STRASBOURG CEDEX;1800665Y;SCIENCES, TECHNOLOGIES, SANTÉ;Physique appliquée et ingénierie physique;diplôme;2018;2022;1;Ecole nationale du génie de l'eau et de l'environnement de Strasbourg,Institut national des sciences appliquées de Strasbourg;0;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;86;;;4k25D
2020;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1601620S;DROIT, ECONOMIE, GESTION;Entrepreneuriat et management de projets;diplôme;2016;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;30;;;7Gzub
2020;0692437Z;Université Lyon-III;;1  RUE DE L'UNIVERSITE;;69239;LYON CEDEX 02;1602084W;SCIENCES, TECHNOLOGIES, SANTÉ | SCIENCES HUMAINES ET SOCIALES;Gestion de l'environnement;diplôme;2016;2021;1;Université de Saint-Etienne,Université Lyon-II,Ecole normale supérieure de Lyon,Institut Mines-Télécom (IMT);0;Formation initiale,Formation continue;1er semestre;Oui;16;;;7Gzub
2020;0691774D;Université Lyon-I;;43 BOULEVARD DU 11 NOVEMBRE 1918;;69622;VILLEURBANNE CEDEX;1601962N;SCIENCES, TECHNOLOGIES, SANTÉ;Actuariat;diplôme;2016;2021;1;;;Hybride;1er semestre;Oui;95;;;etBz7
2020;0691774D;Université Lyon-I;;43 BOULEVARD DU 11 NOVEMBRE 1918;;69622;VILLEURBANNE CEDEX;1602155Y;SCIENCES, TECHNOLOGIES, SANTÉ;Biologie végétale;diplôme;2016;2021;1;;;Formation initiale;1er semestre;Oui;24;;;etBz7
2020;0755976N;Université de Paris;;85 boulevard Saint Michel;;75006;PARIS;0900894X;ARTS, LETTRES, LANGUES;Langues étrangères appliquées;diplôme;2019;2023;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;68;;;5cZyU
2020;0755976N;Université de Paris;;85 boulevard Saint Michel;;75006;PARIS;1900313R;DROIT, ECONOMIE, GESTION;Justice, procès et procédures;diplôme;2019;2023;1;;;Formation initiale,Formation continue;1er semestre;Oui;25;;;5cZyU
2020;0756036D;Université Paris Sciences et Lettres;;60, rue Mazarine;;75006;PARIS;1604735X;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences et génie des matériaux;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;15;;;PpsCQ
2020;0762762P;Université du Havre;;25 RUE PHILIPPE LEBON;;76063;LE HAVRE CEDEX;1703244C;SCIENCES, TECHNOLOGIES, SANTÉ;Génie civil;diplôme;2017;2021;1;Ecole nationale supérieure d'architecture de Normandie,Institut national des sciences appliquées de Rouen;0;Formation initiale;1er semestre;Oui;50;Arts,Arts plastiques;;LsQ24
2021;0755976N;Université de Paris;UNIVERSITE DE PARIS;85 boulevard Saint Michel;;75006;PARIS;1900180W;SCIENCES HUMAINES ET SOCIALES;Didactique des langues;diplôme;2019;2023;1;Université Paris-III,Institut national des langues et civilisations orientales;0;Formation initiale,Formation continue;1er semestre;Oui;40;;;5cZyU
2020;0290346U;Université de Brest;;3 RUE DES ARCHIVES;;29238;BREST CEDEX 2;1702774S;DROIT, ECONOMIE, GESTION;Gestion des ressources humaines;diplôme;2017;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;30;Gestion,Economie et gestion;http://formations.univ-brest.fr/fr/index/droit-economie-gestion-DEG/master-XB/master-gestion-des-ressources-humaines-program-fr_rne_29346u_prog11228-5.html;06SE7
2020;0290346U;Université de Brest;;3 RUE DES ARCHIVES;;29238;BREST CEDEX 2;1703378Y;SCIENCES, TECHNOLOGIES, SANTÉ;Urbanisme et aménagement;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;45;;;06SE7
2020;0310143M;Ecole nationale supérieure de formation de l'enseignement agricole;;2 ROUTE DE NARBONNE;;31326;CASTANET TOLOSAN CEDEX;1603376A;SCIENCES HUMAINES ET SOCIALES;Économie du travail et des ressources humaines;diplôme;2016;2020;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;30;;;ZCWyO
2020;0381912X;Institut polytechnique de Grenoble;;46  AVENUE FELIX VIALLET;;38031;GRENOBLE CEDEX 1;1602959X;SCIENCES, TECHNOLOGIES, SANTÉ;Nanosciences et nanotechnologies;diplôme;2016;2020;0;Université Grenoble Alpes;0;Formation initiale,Formation continue;3ème semestre;Sans objet;;;;2ALYK
2020;0383493R;Université Grenoble Alpes;;621  AVENUE CENTRALE;;38040;GRENOBLE CEDEX 9;1601186V;DROIT, ECONOMIE, GESTION ET SCIENCE POLITIQUE;Marketing, vente;diplôme;2016;2020;1;;;Formation initiale,Formation continue;1er semestre;Oui;95;;;Y7ch7
2020;0333298F;Université de Bordeaux;;35  PLACE PEY BERLAND;;33000;BORDEAUX;1603424C;SCIENCES, TECHNOLOGIES, SANTÉ;Bio-géosciences;diplôme;2016;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;36;;;90I54
2020;0761904G;Université de Rouen;;1  RUE THOMAS BECKET;;76821;MONT ST AIGNAN CEDEX;1702474R;DROIT, ECONOMIE, GESTION;Droit privé;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;50;;;G4572
2020;0772894C;Université Gustave Eiffel;;5  BOULEVARD DESCARTES;;77454;MARNE LA VALLEE CEDEX 2;1502086C;SCIENCES, TECHNOLOGIES, SANTÉ;Géomatique;diplôme;2020;2024;1;Ecole nationale des sciences géographiques;0;Formation initiale,Formation continue;1er semestre;Oui;20;Informatique,Mathématiques,Physique,Géographie et aménagement;https://formations.univ-gustave-eiffel.fr/index.php?id=1941&tx_agof_brochure%5Bbrochure%5D=691&tx_agof_brochure%5Bcontroller%5D=Brochure&tx_agof_brochure%5Baction%5D=show&cHash=38dc1c642be6392f99c5b37c58deeadf;3Z5e6
2020;0860856N;Université de Poitiers;;15  RUE DE L'HOTEL DIEU;;86034;POITIERS CEDEX;1800357P;SCIENCES, TECHNOLOGIES, SANTÉ;Traitement du signal et des images;diplôme;2018;2021;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;40;;;hlX1r
2020;0870669E;Université de Limoges;;33  RUE FRANCOIS MITTERAND;;87032;LIMOGES CEDEX 1;1602215N;SCIENCES, TECHNOLOGIES, SANTÉ;Génie civil;diplôme;2018;2021;1;;;;1er semestre;Oui;36;;;nkbwh
2020;0912408Y;Université Paris-Saclay;;Route de l'Orme aux Merisiers RD;;91190;ST AUBIN;1501122E;SCIENCES ET TECHNOLOGIES;Ingénierie des systèmes complexes;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Apprentissage;1er semestre;Oui;108;;;G2qA7
2020;0941111X;Université Paris-XII;;61 avenue du Général de Gaulle;;94010;CRETEIL CEDEX;2000046A;DROIT, ECONOMIE, GESTION;Management des systèmes d'information;diplôme;2020;2024;1;;;Apprentissage;1er semestre;Oui;25;;;vb71K
2020;0421095M;Université de Saint-Etienne;;10  RUE TREFILERIE;;42023;ST ETIENNE CEDEX 2;1602332R;SCIENCES HUMAINES ET SOCIALES | DROIT, ECONOMIE, GESTION;Études européennes et internationales;diplôme;2016;2021;1;Ecole normale supérieure de Lyon;0;Formation initiale;1er semestre;Oui;20;;;tIJ02
2020;0421095M;Université de Saint-Etienne;;10  RUE TREFILERIE;;42023;ST ETIENNE CEDEX 2;1603138S;DROIT, ECONOMIE, GESTION;Droit public;diplôme;2016;2021;1;Université Lyon-II,Université Lyon-III;0;Formation initiale;1er semestre;Oui;45;;;tIJ02
2020;0421095M;Université de Saint-Etienne;;10  RUE TREFILERIE;;42023;ST ETIENNE CEDEX 2;1603289F;DROIT, ECONOMIE, GESTION;Droit des affaires;diplôme;2016;2021;1;Université Lyon-II,Université Lyon-III;0;Formation initiale;1er semestre;Oui;60;;;tIJ02
2020;0421095M;Université de Saint-Etienne;;10  RUE TREFILERIE;;42023;ST ETIENNE CEDEX 2;1703305U;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la terre et des planètes, environnement;diplôme;2017;2021;1;Université Clermont Auvergne;0;Formation initiale;3ème semestre;Sans objet;;;;tIJ02
2020;0440984F;Université de Nantes;;1  QUAI DE TOURVILLE;;44036;NANTES CEDEX 2;1701641K;DROIT, ECONOMIE, GESTION;Économie et management publics;diplôme;2017;2021;1;;;Formation initiale;1er semestre;Oui;25;;;7hB8r
2020;0440984F;Université de Nantes;;1  QUAI DE TOURVILLE;;44036;NANTES CEDEX 2;1701679B;SCIENCES, TECHNOLOGIES, SANTÉ;Sciences de la terre et des planètes, environnement;diplôme;2017;2021;1;;;Formation initiale,Formation continue,Hybride;1er semestre;Oui;40;;;7hB8r
2020;0440984F;Université de Nantes;;1  QUAI DE TOURVILLE;;44036;NANTES CEDEX 2;1703164R;SCIENCES HUMAINES ET SOCIALES | ARTS, LETTRES, LANGUES;Civilisations, cultures et sociétés;diplôme;2017;2021;1;;;Formation initiale,Formation continue;1er semestre;Oui;80;;;7hB8r
2020;0450855K;Université d'Orléans;;Château de la Source, avenue du Parc floral;BP6749;45067;ORLEANS CEDEX 2;1502791U;SCIENCES, TECHNOLOGIES, SANTÉ;Agrosciences, environnement, territoires, paysage, forêt;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;;;HCBvW
2020;0450855K;Université d'Orléans;;Château de la Source, avenue du Parc floral;BP6749;45067;ORLEANS CEDEX 2;1800473Q;DROIT, ECONOMIE, GESTION;Droit social;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance,Apprentissage;1er semestre;Oui;25;Droit,Gestion,Histoire,Administration économique et sociale;;HCBvW
2020;0450855K;Université d'Orléans;;Château de la Source, avenue du Parc floral;BP6749;45067;ORLEANS CEDEX 2;1800479W;SCIENCES HUMAINES ET SOCIALES;Sciences du langage;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;64;;;HCBvW
2020;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800187D;SCIENCES, TECHNOLOGIES, SANTÉ;Ingénierie de la santé;diplôme;2018;2022;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;111;Sciences pour l'ingénieur,Sciences de la vie,Sciences pour la santé;https://formations.univ-lorraine.fr/17-master/s-1/mention_du_diplome-ingenierie_de_la_sante/type_de_diplome-master;t6Cq5
2020;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800197Q;SCIENCES HUMAINES ET SOCIALES;Ergonomie;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;15;Gestion,Psychologie,Sciences pour l'ingénieur,Economie et gestion,Sciences et techniques des activités physiques et sportives;https://formations.univ-lorraine.fr/master/1978-master-ergonomie.html;t6Cq5
2020;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800198R;SCIENCES, TECHNOLOGIES, SANTÉ;Gestion de l'environnement;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;70;Sciences de la Terre,Sciences de la vie,Sciences de la vie et de la Terre,Environnements océaniens;https://formations.univ-lorraine.fr/17-master/s-1/mention_du_diplome-gestion_de_l_environnement/type_de_diplome-master;t6Cq5
2020;0623957P;Université d'Artois;;9  RUE DU TEMPLE;;62030;ARRAS CEDEX;1502146T;DROIT, ECONOMIE, GESTION;Gestion des ressources humaines;diplôme;2020;2024;1;;;Formation initiale,Formation continue,Alternance;1er semestre;Oui;25;;;BWbvP
2020;0691774D;Université Lyon-I;;43 BOULEVARD DU 11 NOVEMBRE 1918;;69622;VILLEURBANNE CEDEX;1601172E;SCIENCES, TECHNOLOGIES, SANTÉ;Méthodes informatiques appliquées à la gestion des entreprises - MIAGE;diplôme;2016;2021;1;;;Formation initiale,Formation continue,Formation à distance;1er semestre;Oui;20;;;etBz7
2020;0753488J;Institut national des langues et civilisations orientales;;65  RUE DES GRANDS MOULINS;;75214;PARIS CEDEX 13;1900203W;SCIENCES HUMAINES ET SOCIALES | ARTS, LETTRES, LANGUES;Langues, littératures et civilisations étrangères et régionales;diplôme;2019;2023;1;;;Formation initiale;1er semestre;Oui;395;;;Dk1Th
2020;0753742K;Ecole des hautes études en sciences sociales;;54 boulevard Raspail;;75006;PARIS;1005301N;SCIENCES HUMAINES ET SOCIALES;Philosophie;diplôme;2019;2023;1;Communauté d'universités et établissements Université de Recherche Paris Sciences et Lettres - PSL Research University;0;Formation initiale;1er semestre;Oui;30;;;y52D7
2020;0542493S;Université de Lorraine;;34  COURS LEOPOLD;;54052;NANCY CEDEX;1800153S;SCIENCES, TECHNOLOGIES, SANTÉ;Énergie;diplôme;2018;2022;1;;;Formation initiale,Formation continue;1er semestre;Oui;40;Mécanique,Physique,Electronique, énergie électrique, automatique;http://www.fst.univ-lorraine.fr/formations/master-energie;t6Cq5
